"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",65.495,-68.3,24.2,68,0.099977,1227,1.53375,0,202.3,24,1.53375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206.7,23.9,1.58375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.1,210.2,23.8,1.63375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.15,212.3,23.8,1.68375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.2,215.2,23.7,1.73375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.25,217.5,23.6,1.78375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.3,220.9,23.6,1.83375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.35,222.8,23.5,1.88375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.4,224.9,23.5,1.93375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.45,226.5,23.4,1.98375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.5,228.6,23.3,2.03375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.55,230.2,23.3,2.08375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.6,231.8,23.2,2.13375,1972.20097916834,0.403106777732804
NA,NA,NA,NA,NA,NA,NA,NA,0.65,233.3,23.1,2.18375,1972.20097916834,0.403106777732804
