"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",63.347,-64,27.81,69,0.099977,1269,1.58625,0,201.9,24.2,1.58625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206.5,24.1,1.63625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.1,210.4,24,1.68625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.15,213.8,23.9,1.73625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.2,216.8,23.8,1.78625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.25,219.4,23.6,1.83625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.3,221.8,23.4,1.88625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.35,224,23.3,1.93625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.4,225.9,23.2,1.98625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.45,227.8,23.1,2.03625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.5,229.5,23,2.08625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.55,231.2,22.9,2.13625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.6,232.6,22.8,2.18625,2134.42871696525,0.404251165364338
NA,NA,NA,NA,NA,NA,NA,NA,0.65,234.1,22.7,2.23625,2134.42871696525,0.404251165364338
