"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",64.653,-59.7,24.63,70,0.099977,1220,1.525,0,202.1,24,1.525,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206.4,23.9,1.575,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.1,208.7,23.8,1.625,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.15,212.2,23.7,1.675,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.2,216.1,23.6,1.725,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.25,218.3,23.5,1.775,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.3,221.6,23.4,1.825,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.35,223.1,23.3,1.875,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.4,224.5,23.2,1.925,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.45,227,23.1,1.975,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.5,228.2,23,2.025,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.55,229.8,22.8,2.075,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.6,231.1,22.7,2.125,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.65,232.8,22.6,2.175,2199.55848849723,0.413462327127279
NA,NA,NA,NA,NA,NA,NA,NA,0.7,234,2.5,2.225,2199.55848849723,0.413462327127279
