"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",66.152,-67,27.8,70,0.099977,1371,1.71375,0,202.3,23.8,1.71375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.05,204.4,23.7,1.76375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.1,208.6,23.6,1.81375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.15,211.4,23.5,1.86375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.2,214.7,23.2,1.91375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.25,216.7,22.6,1.96375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.3,219.1,22.5,2.01375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.35,221.5,22.3,2.06375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.4,223.4,22.3,2.11375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.45,225.5,22.2,2.16375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.5,226.6,22.2,2.21375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.55,228.8,22.1,2.26375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.6,230.7,22.1,2.31375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.65,232.1,22.1,2.36375,2236.14286456658,0.402730521031378
NA,NA,NA,NA,NA,NA,NA,NA,0.7,233.5,22.1,2.41375,2236.14286456658,0.402730521031378
