"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",63.638,-67.3,3.9,68,0.099977,962,1.2025,0,203.7,22.9,1.2025,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.05,208.2,22.9,1.2525,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.1,212,22.9,1.3025,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.15,215.4,22.8,1.3525,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.2,218.3,22.8,1.4025,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.25,220.9,22.8,1.4525,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.3,223.3,22.7,1.5025,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.35,225.5,22.7,1.5525,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.4,227.5,22.7,1.6025,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.45,229.3,22.7,1.6525,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.5,231.1,22.6,1.7025,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.55,232.7,22.6,1.7525,1515.57026527226,0.403635978864645
NA,NA,NA,NA,NA,NA,NA,NA,0.6,234.2,22.6,1.8025,1515.57026527226,0.403635978864645
