"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",59.241,-55.7,7.2,70,0.099977,900,1.125,0,202.4,23.5,1.125,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.05,207.3,23.5,1.175,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.1,211.4,23.4,1.225,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.15,215,23.4,1.275,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.2,218.2,23.4,1.325,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.25,221,23.3,1.375,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.3,223.5,23.3,1.425,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.35,225.8,23.3,1.475,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.4,227.9,23.3,1.525,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.45,229.8,23.2,1.575,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.5,231.6,23.2,1.625,1540.2901899819,0.403537605319848
NA,NA,NA,NA,NA,NA,NA,NA,0.55,233.3,23.2,1.675,1540.2901899819,0.403537605319848
