"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",59.512,-55.2,7.2,69,0.099977,830,1.0375,0,202.5,23.8,1.0375,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.05,207.4,23.8,1.0875,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.1,211.2,23.7,1.1375,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.15,214.8,23.7,1.1875,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.2,217.8,23.7,1.2375,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.25,220.6,23.7,1.2875,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.3,223.2,23.7,1.3375,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.35,225.5,23.6,1.3875,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.4,227.6,23.6,1.4375,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.45,229.6,23.6,1.4875,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.5,231.4,23.6,1.5375,1379.80364912306,0.403392150800308
NA,NA,NA,NA,NA,NA,NA,NA,0.55,233.1,23.5,1.5875,1379.80364912306,0.403392150800308
