"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",63.6,-66.9,3.9,68,0.099977,919,1.14875,0,202.2,23.7,1.14875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.05,207,23.6,1.19875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.1,210.9,23.6,1.24875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.15,214.4,23.6,1.29875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.2,217.5,23.6,1.34875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.25,220.3,23.5,1.39875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.3,222.8,23.5,1.44875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.35,225,23.5,1.49875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.4,227.1,23.5,1.54875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.45,229,23.5,1.59875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.5,230.7,23.4,1.64875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.55,232.3,23.4,1.69875,1461.90004423999,0.403853177493205
NA,NA,NA,NA,NA,NA,NA,NA,0.6,233.8,23.4,1.74875,1461.90004423999,0.403853177493205
