"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",62.26,-61.4,5.6,70,0.099977,921,1.15125,0,202.4,24,1.15125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.05,207.2,24,1.20125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.1,211.3,24,1.25125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.15,214.8,23.9,1.30125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.2,217.8,23.9,1.35125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.25,220.4,23.9,1.40125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.3,222.9,23.8,1.45125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.35,225.2,23.8,1.50125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.4,227.3,23.7,1.55125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.45,229.3,23.7,1.60125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.5,231.1,23.7,1.65125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.55,232.7,23.6,1.70125,1491.55980113613,0.404596323459136
NA,NA,NA,NA,NA,NA,NA,NA,0.6,234.3,23.5,1.75125,1491.55980113613,0.404596323459136
