"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",63.538,-59,4.47,68,0.099977,991,1.23875,0,202.9,23.6,1.23875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.05,207.5,23.5,1.28875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.1,211.4,23.5,1.33875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.15,214.9,23.4,1.38875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.2,217.9,23.4,1.43875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.25,220.6,23.4,1.48875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.3,223,23.3,1.53875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.35,225.2,23.3,1.58875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.4,227.3,23.3,1.63875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.45,229.1,23.2,1.68875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.5,230.9,23.2,1.73875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.55,232.5,23.2,1.78875,1587.01469052757,0.404296983521131
NA,NA,NA,NA,NA,NA,NA,NA,0.6,234,23,1.83875,1587.01469052757,0.404296983521131
