"DateTime.Sampled","Site","Week","Sample","Salinity","Temperature","Real.Time.Temperature","Tidal_Depth_ft","pH_corrected_average","TAlk_measured_average","TAlk_measured_average_mol_kg","Arag","Calcite","DIC"
"6/7/22 10:07","China Camp",1,1,27.57492,25,18.90446,1.8,7.772637804,2201.672545,0.002201673,1.71153176571366,2.65199485861347,2079.32045220001
"6/7/22 11:00","China Camp",1,2,26.89061,25,20.52518,1.1,7.745729374,2193.600605,0.002193601,1.59170350887125,2.47326815857552,2084.41842702608
"6/7/22 11:59","China Camp",1,3,25.89671,25,22.12708,0.6,7.850916469,2240,0.00224,1.97354989586451,3.07992135069865,2095.38563688239
"6/7/22 13:59","China Camp",1,4,27.26991,25,25.02701,0.6,7.702439448,2280,0.00228,1.52548095726809,2.36663492684027,2181.57476841259
"6/7/22 14:57","China Camp",1,5,27.11088,25,24.10957,1.2,7.75298644,2250,0.00225,1.66537834130788,2.58536646240687,2135.34051465715
"6/7/22 15:58","China Camp",1,6,26.06865,25,22.11639,2,7.849145882,1832.32257,0.001832323,1.60658453834278,2.50530339446018,1705.63651986857
"6/20/22 9:19","China Camp",2,7,27.83942,25,19.47017,2.1,7.665194548,1930.962945,0.001930963,1.20588622382511,1.86654525187803,1851.08661715739
"6/20/22 10:19","China Camp",2,8,28.5,25,24.9,1,7.784287656,2200,0.0022,1.78255818676077,2.75219297115306,2068.80307879123
"6/20/22 11:19","China Camp",2,9,28.8,25,25,0.2,7.848159064,2190,0.00219,2.02798809140068,3.12767513472196,2032.71675378193
"6/20/22 13:38","China Camp",2,10,30.43308,25,31.54021,0.4,8.691380686,1270,0.00127,4.13120206585763,6.33635076864077,787.686121987567
"6/20/22 14:21","China Camp",2,11,28.74064,25,29.19014,0.9,8.299487001,2090,0.00209,4.35389633500943,6.71626967413321,1707.35381881852
"6/20/22 15:21","China Camp",2,12,27.88341,25,23.93335,2,8.055879615,2160,0.00216,2.93000666330739,4.53446377754241,1916.55049877246
"7/6/22 9:02","China Camp",3,13,27.67275,25,20.50925,2.3,7.465380911,2193.89372,0.002193894,0.894093592882524,1.38484489161857,2170.32077791551
"7/6/22 10:02","China Camp",3,14,27.67713,25,20.85029,1.6,7.581949085,1615.854085,0.001615854,0.841655263607563,1.30360144267345,1564.91790907952
"7/6/22 11:06","China Camp",3,15,27.77881,25,20.93441,1,7.634168759,1842.51979,0.00184252,1.07611066284934,1.6660678683944,1773.77215109445
"7/6/22 13:02","China Camp",3,16,27.98379,25,22.58744,1,7.863568735,1803.69393,0.001803694,1.68760483229,2.61070757298019,1663.83713278596
"7/6/22 14:02","China Camp",3,17,27.93911,25,22.54572,1.6,7.771450706,1866.435995,0.001866436,1.45238206349351,2.24721066039693,1755.10788094582
"7/6/22 15:02","China Camp",3,18,27.27261,25,22.0254,2.5,7.815427865,2228.90523,0.002228905,1.87918707946111,2.91534322171083,2091.01715990271
