"DateTime.Sampled","Site","Week","Sample","Salinity","Temperature","Real.Time.Temperature","Tidal_Depth_ft","pH_corrected_average","TAlk_measured_average","TAlk_measured_average_mol_kg","Arag","Calcite","DIC"
"6/8/22 10:59","Gallinas Creek",1,1,28.5,25,23,2.3,8.051633333,2176.78447,0.002176784,2.96048001359306,4.57085347629294,1929.56606781728
"6/8/22 12:01","Gallinas Creek",1,2,28.54738,25,22.84254,1.5,7.741922763,2455.735945,0.002455736,1.83059627947729,2.8258642761786,2331.23443972728
"6/8/22 13:00","Gallinas Creek",1,3,28.64348,25,23.17684,0.9,7.622672874,2619.916345,0.002619916,1.52788690814927,2.35773945809102,2536.19006719626
"6/8/22 14:59","Gallinas Creek",1,4,28.6248,25,23.74736,0.9,7.59990233,2785.26099,0.002785261,1.54852939841778,2.38975796670757,2707.29380484344
"6/8/22 16:05","Gallinas Creek",1,5,22.6,25,27.8,1.5,7.734038749,2614.872405,0.002614872,1.68778864732404,2.67755983864934,2518.76305563937
"6/8/22 17:00","Gallinas Creek",1,6,28.46016,25,24.90149,2.4,8.00193842,2283.23485,0.002283235,2.83396566805665,4.37617077292594,2053.26386960669
"6/22/22 11:25","Gallinas Creek",2,7,29.45756,25,27.71617,2.7,7.99063087,1910.145515,0.001910146,2.34419999006979,3.6069787897168,1705.53408584714
"6/22/22 12:27","Gallinas Creek",2,8,29.58466,25,27.67351,1.9,7.687118732,2119.51777,0.002119518,1.4350642513841,2.20715241743786,2020.70511053611
"6/22/22 13:27","Gallinas Creek",2,9,29.8502,25,27.76434,1.3,7.561703185,2291.927715,0.002291928,1.20042245370685,1.84463103044451,2230.15800493339
"6/22/22 15:29","Gallinas Creek",2,10,29.80176,25,29.47808,1.3,7.675969847,2232.447445,0.002232447,1.48435596893976,2.28130359389093,2133.41650258947
"6/22/22 16:26","Gallinas Creek",2,11,29.79812,25,29.69318,2,7.871079755,2087.37361,0.002087374,2.05508296908348,3.1584908726171,1920.44405433045
"6/22/22 17:26","Gallinas Creek",2,12,29.24014,25,29.27945,3,8.363867508,1955.576105,0.001955576,4.50172512329122,6.93193520182238,1545.7694619601
"7/4/22 7:58","Gallinas Creek",3,13,29.90926,25,21.19725,2,8.144762859,2026.40284,0.002026403,3.31242575002428,5.08905446959104,1732.54405823795
"7/4/22 8:58","Gallinas Creek",3,14,29.99855,25,21.33873,0.9,7.785657883,2411.628315,0.002411628,2.01730574341368,3.09838866989086,2263.5894700207
"7/4/22 9:59","Gallinas Creek",3,15,30.49422,25,21.33836,0.2,7.49314344,2586.85978,0.00258686,1.18634489398583,1.81924502324766,2543.23885840162
"7/4/22 11:59","Gallinas Creek",3,16,30.53755,25,21.86476,0.2,7.414665001,2696.57015,0.00269657,1.04503902472936,1.60233954456552,2680.83505688205
"7/4/22 13:00","Gallinas Creek",3,17,30.55415,25,23.19376,0.9,7.527711881,2647.922375,0.002647922,1.30949440103205,2.00772147535368,2591.06431836954
"7/4/22 14:00","Gallinas Creek",3,18,29.97271,25,23.52028,1.8,8.037362109,2239.42313,0.002239423,3.03920609896624,4.66832302405216,1983.6575123209
