"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",64.762,-63.5,29.45,70,0.099977,1285,1.60625,0,202,24.2,1.60625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206.3,24.1,1.65625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.1,209.9,24,1.70625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.15,212,24,1.75625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.2,216,23.9,1.80625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.25,218.7,23.9,1.85625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.3,220.6,23.8,1.90625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.35,223.6,23.8,1.95625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.4,225.7,23.7,2.00625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.45,227.3,23.6,2.05625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.5,229.1,23.5,2.10625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.55,231.1,23.5,2.15625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.6,232.5,23.4,2.20625,2136.69958459203,0.404147747624344
NA,NA,NA,NA,NA,NA,NA,NA,0.65,234,23.4,2.25625,2136.69958459203,0.404147747624344
