"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",67.195,-66.7,28.84,69,0.099977,1358,1.6975,0,202.7,24.1,1.6975,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206.4,24,1.7475,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.1,209.9,24,1.7975,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.15,212.9,23.9,1.8475,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.2,215.2,23.8,1.8975,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.25,217.5,23.7,1.9475,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.3,219.3,23.6,1.9975,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.35,222,23.5,2.0475,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.4,223.6,23.4,2.0975,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.45,225.8,23.4,2.1475,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.5,227.6,23.3,2.1975,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.55,229.5,23.3,2.2475,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.6,231.1,23.2,2.2975,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.65,232.6,23.1,2.3475,2147.05689066548,0.40303052407209
NA,NA,NA,NA,NA,NA,NA,NA,0.7,234,23.1,2.3975,2147.05689066548,0.40303052407209
