"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",68.276,-65,30.15,68,0.099977,1378,1.7225,0,202.1,23.2,1.7225,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206,23.2,1.7725,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.1,209.5,23.1,1.8225,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.15,213.1,23.1,1.8725,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.2,215.9,23.1,1.9225,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.25,218.5,23,1.9725,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.3,220.9,23,2.0225,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.35,222.9,23,2.0725,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.4,225,23,2.1225,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.45,226.8,22.9,2.1725,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.5,228.5,22.9,2.2225,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.55,230,22.9,2.2725,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.6,231.5,22.9,2.3225,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.65,232.8,22.9,2.3725,2165.61878864364,0.402223993551768
NA,NA,NA,NA,NA,NA,NA,NA,0.7,234,22.9,2.4225,2165.61878864364,0.402223993551768
