"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",62.95,-63.4,28.11,68,0.099977,1240,1.55,0,201.9,23.7,1.55,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.05,205,23.7,1.6,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.1,209.6,23.6,1.65,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.15,213,23.5,1.7,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.2,215.6,23.5,1.75,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.25,218.9,23.4,1.8,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.3,221.4,23.4,1.85,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.35,223.9,23.4,1.9,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.4,225.7,23.3,1.95,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.45,227,23.2,2,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.5,229,23.2,2.05,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.55,230.7,23,2.1,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.6,232.3,23,2.15,2112.50692260594,0.402566399756106
NA,NA,NA,NA,NA,NA,NA,NA,0.65,233.7,22.9,2.2,2112.50692260594,0.402566399756106
