"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl P1","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","P1P2vHCl","Digits of NaOH","vNaOH","Digits of HCl P3","P3HCl","P4HCl Additions","P4mV","P4Temp","corr_vHCl2","B","Si","P","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a OALK titration by hand to fill in the GREEN boxes. DO NOT TOUCH RED BOXES",62.123,-105.4,30.43308,70,0.099977,855,1.06875,0,201.4,24.4,1.06875,"1.71875",211,0.26375,378,0.4725,0,202.5,23.1,0.4725,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.05,205.4,24.3,1.11875,"*last corr_vHCl value",-101.1,NA,NA,NA,0.05,206.6,23,0.5225,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.1,209.3,24.3,1.16875,NA,NA,NA,NA,NA,0.1,210.1,23,0.5725,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.15,212.7,24.2,1.21875,NA,NA,NA,NA,NA,0.15,213.5,23,0.6225,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.2,215.7,24.2,1.26875,NA,NA,NA,NA,NA,0.2,216.4,22.9,0.6725,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.25,218.2,24.1,1.31875,NA,NA,NA,NA,NA,0.25,219.1,22.9,0.7225,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.3,220.8,24.1,1.36875,NA,NA,NA,NA,NA,0.3,221.5,22.9,0.7725,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.35,223,24.1,1.41875,NA,NA,NA,NA,NA,0.35,223.5,22.8,0.8225,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.4,225,24,1.46875,NA,NA,NA,NA,NA,0.4,225.4,22.8,0.8725,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.45,226.9,23.9,1.51875,NA,NA,NA,NA,NA,0.45,227.3,22.8,0.9225,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.5,228.6,23.9,1.56875,NA,NA,NA,NA,NA,0.5,229,22.7,0.9725,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.55,230.1,23.9,1.61875,NA,NA,NA,NA,NA,0.55,230.6,22.7,1.0225,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.6,231.8,23.8,1.66875,NA,NA,NA,NA,NA,0.6,232.1,22.7,1.0725,NA,NA,NA,1337.59916564905,0.401399622947519
NA,NA,NA,NA,NA,NA,NA,NA,0.65,233.3,23.8,1.71875,NA,NA,NA,NA,NA,0.65,233.6,22.7,1.1225,NA,NA,NA,1337.59916564905,0.401399622947519
