"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",64.479,-68.4,8.61,69,0.099977,998,1.2475,0,202.4,23.8,1.2475,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.05,207,23.8,1.2975,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.1,210.9,23.8,1.3475,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.15,214.3,23.8,1.3975,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.2,217.3,23.7,1.4475,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.25,219.9,23.7,1.4975,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.3,222.4,23.7,1.5475,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.35,224.6,23.7,1.5975,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.4,226.6,23.7,1.6475,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.45,228.5,23.7,1.6975,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.5,230.3,23.7,1.7475,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.55,231.9,23.6,1.7975,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.6,233.5,23.6,1.8475,1578.3623313622,0.403654017618475
NA,NA,NA,NA,NA,NA,NA,NA,0.65,234.8,23.6,1.8975,1578.3623313622,0.403654017618475
