"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",63.763,-57.9,16.11,68,0.099977,1141,1.42625,0,202.2,23,1.42625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206.5,22.9,1.47625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.1,210.3,22.9,1.52625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.15,213.6,22.8,1.57625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.2,216.4,22.7,1.62625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.25,219,22.6,1.67625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.3,221.4,22.6,1.72625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.35,223.5,22.6,1.77625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.4,225.5,22.6,1.82625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.45,227.4,22.5,1.87625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.5,229,22.5,1.92625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.55,230.7,22.5,1.97625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.6,232.3,22.5,2.02625,1861.12579092304,0.401766132267228
NA,NA,NA,NA,NA,NA,NA,NA,0.65,233.8,22.5,2.07625,1861.12579092304,0.401766132267228
