"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",63.503,-68.6,14.85,69,0.099977,1023,1.27875,0,202.6,24.4,1.27875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.05,207.2,24.3,1.32875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.1,211,24.3,1.37875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.15,214.3,24.3,1.42875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.2,217.4,24.2,1.47875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.25,220.1,24.2,1.52875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.3,222.5,24.2,1.57875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.35,224.7,24.2,1.62875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.4,226.8,24.2,1.67875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.45,228.6,24.1,1.72875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.5,230.4,24.1,1.77875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.55,232,24.1,1.82875,1647.73783925291,0.403792185074932
NA,NA,NA,NA,NA,NA,NA,NA,0.6,233.5,24,1.87875,1647.73783925291,0.403792185074932
