"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",63.5,-67.1,8.83,70,0.099977,1013,1.26625,0,202.3,24.2,1.26625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.05,207,24.2,1.31625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.1,211,24.2,1.36625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.15,214.4,24.1,1.41625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.2,217.5,24.1,1.46625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.25,220.2,24.1,1.51625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.3,222.6,24,1.56625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.35,224.9,24,1.61625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.4,227,24,1.66625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.45,228.8,24,1.71625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.5,230.6,23.9,1.76625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.55,232.3,23.9,1.81625,1643.0537073861,0.404318803231541
NA,NA,NA,NA,NA,NA,NA,NA,0.6,233.8,23.8,1.86625,1643.0537073861,0.404318803231541
