"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",63.652,-58.3,16.11,70,0.099977,1139,1.42375,0,202.2,23.9,1.42375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206.6,23.9,1.47375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.1,210.5,23.8,1.52375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.15,213.5,23.8,1.57375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.2,216.7,23.7,1.62375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.25,219.4,23.7,1.67375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.3,221.9,23.6,1.72375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.35,224.1,23.6,1.77375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.4,226.1,23.6,1.82375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.45,228.1,23.5,1.87375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.5,229.8,23.5,1.92375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.55,231.4,23.5,1.97375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.6,232.9,23.4,2.02375,1875.97160780511,0.403387964546957
NA,NA,NA,NA,NA,NA,NA,NA,0.65,234.4,23.4,2.07375,1875.97160780511,0.403387964546957
