"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",65.794,-58.9,8.33,69,0.099977,1024,1.28,0,202.2,22.7,1.28,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206.5,22.6,1.33,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.1,210.1,22.6,1.38,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.15,213.3,22.5,1.43,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.2,216.1,22.5,1.48,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.25,218.8,22.4,1.53,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.3,221.2,22.4,1.58,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.35,223.4,22.3,1.63,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.4,225.5,22.2,1.68,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.45,227.3,22.2,1.73,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.5,228.9,22.1,1.78,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.55,230.6,22.1,1.83,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.6,232,22,1.88,1570.2883876566,0.402651295352033
NA,NA,NA,NA,NA,NA,NA,NA,0.65,233.5,22,1.93,1570.2883876566,0.402651295352033
