"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",64.989,-68.4,8.61,68,0.099977,1005,1.25625,0,202.6,23.5,1.25625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.05,207.1,23.4,1.30625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.1,210.9,23.4,1.35625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.15,214.3,23.4,1.40625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.2,217.2,23.4,1.45625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.25,219.9,23.3,1.50625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.3,222.3,23.3,1.55625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.35,224.5,23.3,1.60625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.4,226.5,23.3,1.65625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.45,228.3,23.2,1.70625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.5,230.1,23.2,1.75625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.55,231.7,23.2,1.80625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.6,233.2,23.1,1.85625,1566.76382421333,0.403467621638027
NA,NA,NA,NA,NA,NA,NA,NA,0.65,234.5,23.1,1.90625,1566.76382421333,0.403467621638027
